text,label
spesies burung di hutan mangrove juga saya liat beberapa mati selain banyak bekas kotoran burung bau-bau bangkai burung juga kadang kecium,negatif
gak ada kolam renang untuk dewasa di waterboom bojongsari,negatif
kualitas air bojong sari kurang ,negatif
tempat kolamnya dipenuhi lumut di waterboom bojongsari,negatif
kamar mandi perempuan kurang bersih di masjid agung indramayu,negatif
toilet cewe sampe banjir gitu lantai licin ,negatif
sayang sekali rumput2 nya belum di pangkas udah agak tinggi sama menara sebelah kiri belum rampung di islamic center,negatif
"makin sekarang bangunan juga seperti tidak di urus, cat sudah pada pudar menara belakang roboh smpe sekarang belum ada perbaikan Rumput dihalaman juga smpe udah tinggi tidak dibersihkan di islamic center",negatif
banyak yang rembes Detail udah pada rusak Mau heran tapi ini indramayu di islamic center,negatif
wisata religi indramayu islamic center sudah banyak yang tau,positif
pantai karangsong cocok banget buat camping,positif
melihat sunrise di beberapa pantai indramayu sangat takjub sekali,positif
dinas sehat kabupaten indramayu kirim hasil pcr orang duga omicron laboratorium sehat daerah provinsi jawa ,positif
petugas satpol pp dan damkar indramayu gelar razia penyakit masyarakat di sejumlah titik perkotaan Kabupaten Indramayu,positif
vaksinasi gratis lokasi wisata blendung indah indramayu ,positif
vaksinasi lokasi wisata indramayu ,positif
giat vaksinasi dosis booster lingkung dinas pariwisata pemuda olahraga kabupaten indramayu rabu ,positif
telkomsel memberikan dukungan penuh kepada pemerintah kabupaten pemkab indramayu terutama dalam kegiatan pencegahan stunting yang dilakukan pembkab indramayu,positif
pemberian perlengkapan prokes covid dari bpbd kabupaten indramayu untuk sekolah kecamatan sliyeg,positif
kegiatan vaksinasi malam bulan ramadhan uptd puskesmas lohbener indramayu bermartabat,positif
monitoring vaksinasi malam selepas tarawih desa majasari desa majasih senin april 2022,positif
bakti sosial pemberian paket sembako kepada warga yang mengikuti bakti kesehatan pengobatan massal ,positif
dalam upaya menekan angka kejadian penyakit dbd di wilayah indramayu puskesmas losarang bergerak cepat,positif
tes skrining dan vaksinasi hepatitis sebelum ke lahan praktik bagi mahasiswa semester iv prodi sarjana kebidanan,positif
dalam kegiatan kontrol ini kalapas juga memastikan ketersediaan obat obatan dalam keadaan layak atau tidak expired,positif
kepala lapas indramayu lakukan kontrol bagian klinik indramayu guna memastikan kerapihan tempat pelayanan,positif
kimia farma bersama dompet dhuafa berkolaboraksi dalam program bidan inspiratif untuk negeri,positif
halloo sahabat dinkes indramayu cuaca tidak menentu seperti ini dapat menyebabkan tubuh kita tentang sakit loh,positif
ayo bersama wujudkan indonesia bebas dengue dengan terapkan m plus menutup dan menguras tempat penampungan air,positif
giat posyandu di desa tugu bersama TP. PKK Kecamatan Sliyeg ,positif
monitoring vaksinasi dosis 2 Siswa Siswi Sekolah SDN 1 Majasari dan SDN 2 Majasari,positif
Masyarakat Indramayu diminta untuk menggalakkan upaya pencegahan DBD,positif
"Petugas Badan Penanggulangan Bencana Daerah, BPBD melakukan pengasapan disinfektan di sejumlah ruangan pendopo Indramayu",positif
tinggi lonjak covid satu tugas covid camat balong kabupaten indramayu gencar pantau terap protokol ,negatif
"masuki musim hujan kasus demam berdarah dengue, di kabupaten indramayu meningkat tajam kasus dbd dalam satu bulan sudah menimpa orang",negatif
"kasus konfirmasi positif covid di Kabupaten indramayu, kembali meledak grafik penularan covid di awal tahun terus merangkak naik",negatif
virus korona masih mengintai di kecamatan jatibarang kabupaten indramayu tujuh pegawai puskesmas jatibarang terpapar covid,negatif
lalu bagaimana sikap kpcdi tentang rencana pemerintah yang akan menghapus layanan kelas dan bpjs kesehatan,negatif
Kabupaten Indramayu bersama sembilan kabupaten/kota lainnya di Jawa Barat masuk dalam level 1 pelaksaan PPKM Covid,positif
"Alhamdulillah, kita sekarang masuk dalam level 1. Ini berkat kerja keras semua pihak, termasuk tingginya kesadaran",positif
Hal ini dikatakannya sesaat setelah menghadiri giat vaksinasi yang dilakukan oleh DPC Gerindra Kabupaten Indramayu,positif
"Kegiatan Vaksinasi Tahap ke 3 Dalam Upaya pencegahan Covid-19, seluruh pegawai Dpmptsp  Kabupaten Indramayu melaksanakan vaksin ke 3 pada  di Kantor Dpmptsp Kab. Indramayu",positif
"Tanggapi Surat Edaran Menteri Agama Terkait Covid-19, GP Ansor Indramayu Imbau Masyarakat Beribadah di Rumah",positif
dinas kesehatan kabupaten cirebon mengoptimalkan pelayanan vaksinasi booster di puskesmas   ,positif
 kebut capaian vaksinasi booster  dinkes bandung sasar pengunjung mal    ,positif
masyarakat diimbau jaga pola hidup bersih ,positif
dinkes jabar kebut imunisasi anak pada bian dinkesjabar          ,positif
dalam rangka meningkatkan capaian vaksinasi covi    ketiga atau booster  dinkes kota bandung membuka posko vaksinas  ,positif
pemprov jabar bakal mengejar angka capaian imunisasi anak dalam momentum bulan imunisasi anak nasional   ,positif
dinkes bandung jadikan mal lokasi vaksinasi penguat untuk kejar target    ,positif
begini upaya dinkes jabar kejar bebas campak dan rubela di      ,positif
polres banjar polda jabar   gerai vaksinasi polres banjar bekerja sama dengan dinkes kota banjar dan puskesmas banj  ,positif
dinkes jabar minta warga lapor jika temukan gejala cacar monyet pikiran rakyat  google  ,positif
dinkes indramayu tunggu vaksin dosis keempat bagi tenaga kesehatan  ,positif
dinkes indramayu kejar capaian vaksinasi covid    dosis ketiga dengan buka semua puskesmas  ,positif
pertemuan evaluasi program penaangann tbc puskesmas cinere dari dinkes prov jabar dan tim who ,positif
pemerasan dilakukan untuk melindungi laporan keuangan dinkes ,positif
polres banjar polda jabar   berlokasi di aula somahna bagja dibuana setda kota banjar  kapolres banjar  bersama wal  ,positif
dinkes kota sukabumi menyebut stok vaksin covid    bagi masyarakat semakin menipis   ,negatif
dinkes jabar bekerja sama dengan puskesmas karang setra kota bandung menggelar pemeriksaan kesehatan gratis  ,positif
kepala disperindag jabar  iendra sofyan mendampingi gubernur jawa barat  ridwan kamil dan menteri kesehatan ri  bud  ,positif
jumat berkah  makna dibalik surah ad duha ini selain sebagai pemberi rezeki juga bagus untuk kesehatan mental loh   ,positif
cegah peningkatan angka kematian ibu  ldii jabar gelar talkshow kesehatan reproduksi wanita  selengkapnya  ,positif
yuk sobat dinkes bawa balita ke puskesmas posyandu  dapatkan imunisasi dan vitamin a gratis pada bulan agustus di w  ,positif
dinkes indramayu tunggu vaksin dosis keempat bagi tenaga kesehatan  ,positif
dinkes indramayu kejar capaian vaksinasi covid    dosis ketiga dengan buka semua puskesmas  ,positif
indramayu juli tim medis psc dinkes indramayu memberikan layanan kesehatan di area pendopo indramay  ,positif
cegah stunting itu penting yuk sobat dinkes indramayu kenali apa itu stunting dan pahami bagaimana cara penceg  ,positif
indramayu juli dalam upaya meningkatkan pelayanan kesehatan  dinkes indramayu menyelenggarakan kegiata  ,positif
hallo sahabat dinkes indramayu  yuk mengenal mitos dan fakta seputar penyakit kusta    sumber  nlr indonesia  ,positif
giat jum at berkah  berbagi dan sedekah  dinas kesehatan kabupaten indramayu  jum at     agustus           ,positif
potret kegiatan rabu agustus dinas kesehatan kabupaten indramayu kembali mengawal kegiatan screening dete  ,positif
informasi pelayanan publik dinas kesehatan kabupaten indramayu      video pada postingan berikut ini menjelaskan pe  ,positif
keluarga besar dinas kesehatan kabupaten indramayu mengucapkan selamat hari asi sedunia     agustus             ayo  ,positif
giat apel pagi di lingkungan kerja dinas kesehatan kabupaten indramayu  senin     agustus           ,positif
lomba balita sehat sangat strategis guna peningkatan kualitas kesehatan masyarakat dan balita  hal itu dikatakan bu  ,positif
keluarga besar dinas kesehatan kabupaten indramayu mengucapkan selamat tahun baru islam   muharram      hijriah   s  ,positif
alhamdulillah pada hari ini jum at     juli      telah dilaksanakan perjanjian kerjasama antara pengadilan agama in  ,positif
giat jum at berkah  berbagi dan sedekah   dinas kesehatan kabupaten indramayu     juli             ,positif
keluarga besar dinas kesehatan kabupaten indramayu mengucapkan selamat memperingati hari hepatitis sedunia     juli  ,positif
dprd kota bandung berharap pelayanan pendidikan dan kesehatan lebih dimaksimalkan ,positif
honorer tenaga kesehatan di jabar tuntut pengangkatan asn tanpa tes   ,negatif
tenaga kesehatan di cirebon siap terima vaksin booster kedua   ,positif
manfaat temulawak untuk kesehatan dan cara pengolahannya ,positif
temulawak sudah dikenal lama sebagai obat alami untuk mengobati berbagai penyakit  simak manfaat temulawak untuk ke  ,positif
ribuan tenaga kesehatan di kabupaten cirebon siap menerima vaksinasi covid penguat atau booster dosis kedua   ,positif
cerita tenaga kesehatan yang berjibaku dengan pasien covid     tuntut pengangkatan tenaga honorer menjadi pppk   ,positif
ribuan tenaga kesehatan  nakes  honorer dari berbagai daerah di jawa barat berunjukrasa di depan gedung s  ,negatif
ribuan tenaga honorer kesehatan geruduk pemprov jabar  tuntut status asn ,negatif
bina fisik personel brimob kompi   laksanakan olahraga pagi   anggota kompi   batalyon b pelopor satbrimob polda ja  ,positif
tidak hanya untuk ibu hamil dan menyusui loh detikers  berikut manfaat daun katuk untuk kesehatan  cara pengolahan   ,positif
lihat  ribuan nakes honorer berkumpul di halaman gedung sate  kota bandung  ini tuntutan mereka    ,negatif
honorer tenaga kesehatan di jabar tuntut pengangkatan asn tanpa tes   ,negatif
estimasi ribu orang  kantor ridwan kamil digeruduk pegawai honorer tenaga kesehatan se jabar ,positif
laporan pemanfaatan layanan ambulance juli alhamdulillah layanan ambulans gratis lazismu jawa barat telah b  ,positif
utama dalam rangka menjaga kesehatan tubuh  kanwil kemenkumham jabar secara rutin melaksanakan senam pag  ,positif
manfaat jambu kristal bagi kesehatan ,positif
dprd bandung minta pelayanan pendidikan dan kesehatan dimaksimalkan ,positif
dinas kesehatan kabupaten cianjur memastikan penyakit cacar monyet belum ditemukan di wilayahnya   ,negatif
gubernur jabar  ridwankamil memberikan arahan sekaligus membuka rapat kerja nasional i akselerasi laboratorium kese  ,positif
sedangkan untuk yang mendapatkan booster pertama sinopharm  maka booster kedua juga sinopharm dengan dosis penuh   ,positif
sampurasun wargi  pemerintah mendorong vaksinasi booster tahap kedua untuk para sdm kesehatan    dosis dan jenis va  ,positif
sedangkan untuk yang mendapatkan booster pertama sinopharm  maka booster kedua juga sinopharm dengan dosis penuh   ,positif
tidak hanya digunakan untuk pakan ikan cupang tapi daun ketapang juga bermanfaat bagi kesehatan  inilah manfaat dau  ,positif
membuka rakernas  amp  memberikan arahan pada akselerasi laboratorium kesehatan daerah sebagai tuan  ,positif
kabar baik bagi wargi jabar ribu tenaga kesehatan di jabar menjadi target vaksinasi booster kedua  ,positif
laboratorium kesehatan merupakan salah satu fasilitas penting yang harus tersedia   ,positif
detikers suka sama air kelapa  yuk simak manfaat dan kandungan gizinya di sini  ,positif
waduh  kasus dbd di jabar sepanjang tahun      mencapai         kasus tertinggi di kota bandung  tetap jaga kesehat  ,negatif
indeks pembangunan kesehatan masyarakat  ipkm  kabupaten cianjur menduduki posisi ketiga terendah di jawa barat  pe  ,negatif
rakernas i akselerasi laboratorium kesehatan daerah digelar di jabar   ,positif
lima manfaat mentimun untuk kesehatan tubuh  salah satunya bisa mengurangi kadar gula dalam darah sehingga baik unt  ,positif
rakernas i akselerasi laboratorium kesehatan daerah digelar di jabar    ,positif
dinas kesehatan kabupaten cirebon mengoptimalkan pelayanan vaksinasi booster di puskesmas   ,positif
revitalisasi laboratorium kesehatan milik pemerintah daerah menjadi sangat penting terutama di saat pandemi covid    ,positif
laboratorium jadi fasilitas penting hadapi kondisi kesehatan ,positif
kasus covid  naik lagi  gara gara munculnya subvarian baru omicron kalau harus isoman akses aja pikobar isoman  ,negatif
tongsate sesendok teh aja sehari dah cukup ntar kental kayak jelly pak ni manfaatnya    ,positif
ini beberapa dari sekian banyak manfaat bone broth untuk kesehatan  bikin sendiri aja gampang  murah pake sisaan tu  ,positif
rabu gubernur jawa barat bapak  ridwankamil mendampingi menteri kesehatan bapak budi gunadi sadikin m  ,positif
kepala disperindag jabar  iendra sofyan mendampingi gubernur jawa barat  ridwan kamil dan menteri kesehatan ri  bud  ,positif
dosen biokimia ipb pertanyakan bukti bpa galon guna ulang berbahaya untuk kesehatan  ipbofficial  ,negatif
bersama bpk menteri kesehatan  gubernur jabar  ridwankamil dan ibu  ataliapr menghadiri kick of bian   bulan imunis  ,positif
indeks kesehatan masyarakat cianjur terendah ketiga di jabar  ,negatif
manfaat air kelapa untuk kesehatan  amazing      ,positif
sepuluh manfaat kopi hitam yang luar biasa untuk kesehatan tubuh  salah satunya bagus untuk menyehatkan jantung   ,positif
sebelas manfaat air kelapa yang luar biasa  salah satunya bermanfaat untuk menyehatkan jantung   ,positif
"Guna mengantispasi terjadinya lonjakan kasus covid-19, petugas gabungan Polres Indramayu, menyisir tempat umum ",positif
warga indramayu papar covid omicron pulang arab saudi,negatif
