text,label,topik
mau tarik tarif segede nya ngga masalah disiana pertanyaanya apakah bentuk anatomi pariwisata disana ud  ,negatif,wisata
selain itu  pemerintah kabupaten garut ingin menjadikan situ bagendit sebagai percontohan pengelolaan kawasan pariw  ,positif,wisata
program tersebut ditujukan untuk menciptakan kawasan pariwisata terpadu dan destinasi wisata berkelas dunia yang ma  ,positif,wisata
tel u bikin sistem iot untuk pantau wistawan ,positif,wisata
untuk mengangkut juta penyambut hrs dgn bus pariwisata seat yg panjangnya meter diperlukan      ,positif,wisata
perhatian dari pemprov masih kurang terkait transportasi umum di jabar lebih condong pembangunan pariwisata  ,negatif,wisata
wisata di indramayu kurnag perhatian pemerintah,negatif,wisata
pantai dadap dipenuhi banyak sampah,negatif,wisata
bukan hanya pantai dadap banyak sampah pantai lain juga banyak sampah,negatif,wisata
wisata di indramayu kurang menarik,negatif,wisata
beberapa tempat wisata di indramayu sudah terbengkalai,negatif,wisata
wisata di indramayu jelek ,negatif,wisata
wisata di indramayu banyak yang rusak,negatif,wisata
wisata di indramayu masih belum banyak,negatif,wisata
banyak destinasi di jabar yang belum pernah terjamah sepi peminat,negatif,wisata
destinasi di indramayu sepi peminat,negatif,wisata
beberapa pantai di indramayu banyak sampah salah satunya pantai dadap,negatif,wisata
wisata di indramayu masih sepi peminat,negatif,wisata
pantai karangsong sekarang banyak sampah,negatif,wisata
tiket masuk pantai aja kok mahal banget jir,negatif,wisata
tiket masuk ke pulau biawak mahal banget,negatif,wisata
wisata religi indramayu masih belum banyak yang tau,negatif,wisata
wisata hutan mangrove kurang terawat,negatif,wisata
tempat parkir wisata hutan mangrove banjir,negatif,wisata
jembatan hutan mangrove sudah mulai lapuk,negatif,wisata
fasilitas wisata hutan mangrove kurang dibenahi,negatif,wisata
perjalanan menuju wisata hutan mangrove maish banyak sampah dimana-mana,negatif,wisata
wisata hutan mangrove kurang diperhatikan oleh pemerintah daerah,negatif,wisata
pantai karangsomg airnya keruh,negatif,wisata
fasilitas kurang memadai di pantai karangsong,negatif,wisata
akses grab ke pantai karangsong sulit,negatif,wisata
penjual di pantai karnagsomg sedikit,negatif,wisata
penerangan di pantai karangsong minim ketika malam,negatif,wisata
akses jalan ke pantai rusak ketika hujan,negatif,wisata
pantai di indramayu kurang besar sepi dan panas banget,negatif,wisata
pantai di indramayu banyak yang sudah tercemar,negatif,wisata
beberapa pantai di indramayu belum menyediakan tempat sampah,negatif,wisata
beberapa wisata di indramayu kurang perhatian lebih intents,negatif,wisata
wisata di indramayu belum maju,negatif,wisata
wisata di indramayu masih belum layak dipromosikan,negatif,wisata
tempat bilas wisata karangsong kurang penataan yang layak dan rapih,negatif,wisata
tampat parkir kurang tertata dengan baik di beberapa wisata indramayu,negatif,wisata
dibibir pantai indramayu selalu banyak sampah dan kulit kerang bahaya kalau kena kaki,negatif,wisata
sayang banget saung sama mushollahnya kurang keurus jadi banyak banget semutnya,negatif,wisata
Sangat buruk penataan tempatnya dari mulai parkir sampai tempat para pengunjung untuk menikmati pantai,negatif,wisata
Berasa didalam kandang burung raksasa bau tainya di pantai karangsong,negatif,wisata
spesies burung di hutan mangrove juga saya liat beberapa mati selain banyak bekas kotoran burung bau-bau bangkai burung juga kadang kecium,negatif,wisata
gak ada kolam renang untuk dewasa di waterboom bojongsari,negatif,wisata
kualitas air bojong sari kurang ,negatif,wisata
tempat kolamnya dipenuhi lumut di waterboom bojongsari,negatif,wisata
kamar mandi perempuan kurang bersih di masjid agung indramayu,negatif,wisata
toilet cewe sampe banjir gitu lantai licin ,negatif,wisata
sayang sekali rumput2 nya belum di pangkas udah agak tinggi sama menara sebelah kiri belum rampung di islamic center,negatif,wisata
"makin sekarang bangunan juga seperti tidak di urus, cat sudah pada pudar menara belakang roboh smpe sekarang belum ada perbaikan Rumput dihalaman juga smpe udah tinggi tidak dibersihkan di islamic center",negatif,wisata
banyak yang rembes Detail udah pada rusak Mau heran tapi ini indramayu di islamic center,negatif,wisata
wisata religi indramayu islamic center sudah banyak yang tau,positif,wisata
pantai karangsong cocok banget buat camping,positif,wisata
melihat sunrise di beberapa pantai indramayu sangat takjub sekali,positif,wisata
dinas sehat kabupaten indramayu kirim hasil pcr orang duga omicron laboratorium sehat daerah provinsi jawa ,positif,kesehatan
petugas satpol pp dan damkar indramayu gelar razia penyakit masyarakat di sejumlah titik perkotaan Kabupaten Indramayu,positif,kesehatan
vaksinasi gratis lokasi wisata blendung indah indramayu ,positif,kesehatan
vaksinasi lokasi wisata indramayu ,positif,kesehatan
giat vaksinasi dosis booster lingkung dinas pariwisata pemuda olahraga kabupaten indramayu rabu ,positif,kesehatan
telkomsel memberikan dukungan penuh kepada pemerintah kabupaten pemkab indramayu terutama dalam kegiatan pencegahan stunting yang dilakukan pembkab indramayu,positif,kesehatan
pemberian perlengkapan prokes covid dari bpbd kabupaten indramayu untuk sekolah kecamatan sliyeg,positif,kesehatan
kegiatan vaksinasi malam bulan ramadhan uptd puskesmas lohbener indramayu bermartabat,positif,kesehatan
monitoring vaksinasi malam selepas tarawih desa majasari desa majasih senin april 2022,positif,kesehatan
bakti sosial pemberian paket sembako kepada warga yang mengikuti bakti kesehatan pengobatan massal ,positif,kesehatan
dalam upaya menekan angka kejadian penyakit dbd di wilayah indramayu puskesmas losarang bergerak cepat,positif,kesehatan
tes skrining dan vaksinasi hepatitis sebelum ke lahan praktik bagi mahasiswa semester iv prodi sarjana kebidanan,positif,kesehatan
dalam kegiatan kontrol ini kalapas juga memastikan ketersediaan obat obatan dalam keadaan layak atau tidak expired,positif,kesehatan
kepala lapas indramayu lakukan kontrol bagian klinik indramayu guna memastikan kerapihan tempat pelayanan,positif,kesehatan
kimia farma bersama dompet dhuafa berkolaboraksi dalam program bidan inspiratif untuk negeri,positif,kesehatan
halloo sahabat dinkes indramayu cuaca tidak menentu seperti ini dapat menyebabkan tubuh kita tentang sakit loh,positif,kesehatan
ayo bersama wujudkan indonesia bebas dengue dengan terapkan m plus menutup dan menguras tempat penampungan air,positif,kesehatan
giat posyandu di desa tugu bersama TP. PKK Kecamatan Sliyeg ,positif,kesehatan
monitoring vaksinasi dosis 2 Siswa Siswi Sekolah SDN 1 Majasari dan SDN 2 Majasari,positif,kesehatan
Masyarakat Indramayu diminta untuk menggalakkan upaya pencegahan DBD,positif,kesehatan
"Petugas Badan Penanggulangan Bencana Daerah, BPBD melakukan pengasapan disinfektan di sejumlah ruangan pendopo Indramayu",positif,kesehatan
tinggi lonjak covid satu tugas covid camat balong kabupaten indramayu gencar pantau terap protokol ,negatif,kesehatan
"masuki musim hujan kasus demam berdarah dengue, di kabupaten indramayu meningkat tajam kasus dbd dalam satu bulan sudah menimpa orang",negatif,kesehatan
"kasus konfirmasi positif covid di Kabupaten indramayu, kembali meledak grafik penularan covid di awal tahun terus merangkak naik",negatif,kesehatan
virus korona masih mengintai di kecamatan jatibarang kabupaten indramayu tujuh pegawai puskesmas jatibarang terpapar covid,negatif,kesehatan
lalu bagaimana sikap kpcdi tentang rencana pemerintah yang akan menghapus layanan kelas dan bpjs kesehatan,negatif,kesehatan
Kabupaten Indramayu bersama sembilan kabupaten/kota lainnya di Jawa Barat masuk dalam level 1 pelaksaan PPKM Covid,positif,kesehatan
"Alhamdulillah, kita sekarang masuk dalam level 1. Ini berkat kerja keras semua pihak, termasuk tingginya kesadaran",positif,kesehatan
Hal ini dikatakannya sesaat setelah menghadiri giat vaksinasi yang dilakukan oleh DPC Gerindra Kabupaten Indramayu,positif,kesehatan
"Kegiatan Vaksinasi Tahap ke 3 Dalam Upaya pencegahan Covid-19, seluruh pegawai Dpmptsp  Kabupaten Indramayu melaksanakan vaksin ke 3 pada  di Kantor Dpmptsp Kab. Indramayu",positif,kesehatan
"Tanggapi Surat Edaran Menteri Agama Terkait Covid-19, GP Ansor Indramayu Imbau Masyarakat Beribadah di Rumah",positif,kesehatan
dinas kesehatan kabupaten cirebon mengoptimalkan pelayanan vaksinasi booster di puskesmas   ,positif,kesehatan
 kebut capaian vaksinasi booster  dinkes bandung sasar pengunjung mal    ,positif,kesehatan
masyarakat diimbau jaga pola hidup bersih ,positif,kesehatan
dinkes jabar kebut imunisasi anak pada bian dinkesjabar          ,positif,kesehatan
dalam rangka meningkatkan capaian vaksinasi covi    ketiga atau booster  dinkes kota bandung membuka posko vaksinas  ,positif,kesehatan
pemprov jabar bakal mengejar angka capaian imunisasi anak dalam momentum bulan imunisasi anak nasional   ,positif,kesehatan
dinkes bandung jadikan mal lokasi vaksinasi penguat untuk kejar target    ,positif,kesehatan
begini upaya dinkes jabar kejar bebas campak dan rubela di      ,positif,kesehatan
polres banjar polda jabar   gerai vaksinasi polres banjar bekerja sama dengan dinkes kota banjar dan puskesmas banj  ,positif,kesehatan
dinkes jabar minta warga lapor jika temukan gejala cacar monyet pikiran rakyat  google  ,positif,kesehatan
dinkes indramayu tunggu vaksin dosis keempat bagi tenaga kesehatan  ,positif,kesehatan
dinkes indramayu kejar capaian vaksinasi covid    dosis ketiga dengan buka semua puskesmas  ,positif,kesehatan
pertemuan evaluasi program penaangann tbc puskesmas cinere dari dinkes prov jabar dan tim who ,positif,kesehatan
pemerasan dilakukan untuk melindungi laporan keuangan dinkes ,positif,kesehatan
polres banjar polda jabar   berlokasi di aula somahna bagja dibuana setda kota banjar  kapolres banjar  bersama wal  ,positif,kesehatan
dinkes kota sukabumi menyebut stok vaksin covid    bagi masyarakat semakin menipis   ,negatif,kesehatan
dinkes jabar bekerja sama dengan puskesmas karang setra kota bandung menggelar pemeriksaan kesehatan gratis  ,positif,kesehatan
kepala disperindag jabar  iendra sofyan mendampingi gubernur jawa barat  ridwan kamil dan menteri kesehatan ri  bud  ,positif,kesehatan
jumat berkah  makna dibalik surah ad duha ini selain sebagai pemberi rezeki juga bagus untuk kesehatan mental loh   ,positif,kesehatan
cegah peningkatan angka kematian ibu  ldii jabar gelar talkshow kesehatan reproduksi wanita  selengkapnya  ,positif,kesehatan
yuk sobat dinkes bawa balita ke puskesmas posyandu  dapatkan imunisasi dan vitamin a gratis pada bulan agustus di w  ,positif,kesehatan
dinkes indramayu tunggu vaksin dosis keempat bagi tenaga kesehatan  ,positif,kesehatan
dinkes indramayu kejar capaian vaksinasi covid    dosis ketiga dengan buka semua puskesmas  ,positif,kesehatan
indramayu juli tim medis psc dinkes indramayu memberikan layanan kesehatan di area pendopo indramay  ,positif,kesehatan
cegah stunting itu penting yuk sobat dinkes indramayu kenali apa itu stunting dan pahami bagaimana cara penceg  ,positif,kesehatan
indramayu juli dalam upaya meningkatkan pelayanan kesehatan  dinkes indramayu menyelenggarakan kegiata  ,positif,kesehatan
hallo sahabat dinkes indramayu  yuk mengenal mitos dan fakta seputar penyakit kusta    sumber  nlr indonesia  ,positif,kesehatan
giat jum at berkah  berbagi dan sedekah  dinas kesehatan kabupaten indramayu  jum at     agustus           ,positif,kesehatan
potret kegiatan rabu agustus dinas kesehatan kabupaten indramayu kembali mengawal kegiatan screening dete  ,positif,kesehatan
informasi pelayanan publik dinas kesehatan kabupaten indramayu      video pada postingan berikut ini menjelaskan pe  ,positif,kesehatan
keluarga besar dinas kesehatan kabupaten indramayu mengucapkan selamat hari asi sedunia     agustus             ayo  ,positif,kesehatan
giat apel pagi di lingkungan kerja dinas kesehatan kabupaten indramayu  senin     agustus           ,positif,kesehatan
lomba balita sehat sangat strategis guna peningkatan kualitas kesehatan masyarakat dan balita  hal itu dikatakan bu  ,positif,kesehatan
keluarga besar dinas kesehatan kabupaten indramayu mengucapkan selamat tahun baru islam   muharram      hijriah   s  ,positif,kesehatan
alhamdulillah pada hari ini jum at     juli      telah dilaksanakan perjanjian kerjasama antara pengadilan agama in  ,positif,kesehatan
giat jum at berkah  berbagi dan sedekah   dinas kesehatan kabupaten indramayu     juli             ,positif,kesehatan
keluarga besar dinas kesehatan kabupaten indramayu mengucapkan selamat memperingati hari hepatitis sedunia     juli  ,positif,kesehatan
dprd kota bandung berharap pelayanan pendidikan dan kesehatan lebih dimaksimalkan ,positif,kesehatan
honorer tenaga kesehatan di jabar tuntut pengangkatan asn tanpa tes   ,negatif,kesehatan
tenaga kesehatan di cirebon siap terima vaksin booster kedua   ,positif,kesehatan
manfaat temulawak untuk kesehatan dan cara pengolahannya ,positif,kesehatan
temulawak sudah dikenal lama sebagai obat alami untuk mengobati berbagai penyakit  simak manfaat temulawak untuk ke  ,positif,kesehatan
ribuan tenaga kesehatan di kabupaten cirebon siap menerima vaksinasi covid penguat atau booster dosis kedua   ,positif,kesehatan
cerita tenaga kesehatan yang berjibaku dengan pasien covid     tuntut pengangkatan tenaga honorer menjadi pppk   ,positif,kesehatan
ribuan tenaga kesehatan  nakes  honorer dari berbagai daerah di jawa barat berunjukrasa di depan gedung s  ,negatif,kesehatan
ribuan tenaga honorer kesehatan geruduk pemprov jabar  tuntut status asn ,negatif,kesehatan
bina fisik personel brimob kompi   laksanakan olahraga pagi   anggota kompi   batalyon b pelopor satbrimob polda ja  ,positif,kesehatan
tidak hanya untuk ibu hamil dan menyusui loh detikers  berikut manfaat daun katuk untuk kesehatan  cara pengolahan   ,positif,kesehatan
lihat  ribuan nakes honorer berkumpul di halaman gedung sate  kota bandung  ini tuntutan mereka    ,negatif,kesehatan
honorer tenaga kesehatan di jabar tuntut pengangkatan asn tanpa tes   ,negatif,kesehatan
estimasi ribu orang  kantor ridwan kamil digeruduk pegawai honorer tenaga kesehatan se jabar ,positif,kesehatan
laporan pemanfaatan layanan ambulance juli alhamdulillah layanan ambulans gratis lazismu jawa barat telah b  ,positif,kesehatan
utama dalam rangka menjaga kesehatan tubuh  kanwil kemenkumham jabar secara rutin melaksanakan senam pag  ,positif,kesehatan
manfaat jambu kristal bagi kesehatan ,positif,kesehatan
dprd bandung minta pelayanan pendidikan dan kesehatan dimaksimalkan ,positif,kesehatan
dinas kesehatan kabupaten cianjur memastikan penyakit cacar monyet belum ditemukan di wilayahnya   ,negatif,kesehatan
gubernur jabar  ridwankamil memberikan arahan sekaligus membuka rapat kerja nasional i akselerasi laboratorium kese  ,positif,kesehatan
sedangkan untuk yang mendapatkan booster pertama sinopharm  maka booster kedua juga sinopharm dengan dosis penuh   ,positif,kesehatan
sampurasun wargi  pemerintah mendorong vaksinasi booster tahap kedua untuk para sdm kesehatan    dosis dan jenis va  ,positif,kesehatan
sedangkan untuk yang mendapatkan booster pertama sinopharm  maka booster kedua juga sinopharm dengan dosis penuh   ,positif,kesehatan
tidak hanya digunakan untuk pakan ikan cupang tapi daun ketapang juga bermanfaat bagi kesehatan  inilah manfaat dau  ,positif,kesehatan
membuka rakernas  amp  memberikan arahan pada akselerasi laboratorium kesehatan daerah sebagai tuan  ,positif,kesehatan
kabar baik bagi wargi jabar ribu tenaga kesehatan di jabar menjadi target vaksinasi booster kedua  ,positif,kesehatan
laboratorium kesehatan merupakan salah satu fasilitas penting yang harus tersedia   ,positif,kesehatan
detikers suka sama air kelapa  yuk simak manfaat dan kandungan gizinya di sini  ,positif,kesehatan
waduh  kasus dbd di jabar sepanjang tahun      mencapai         kasus tertinggi di kota bandung  tetap jaga kesehat  ,negatif,kesehatan
indeks pembangunan kesehatan masyarakat  ipkm  kabupaten cianjur menduduki posisi ketiga terendah di jawa barat  pe  ,negatif,kesehatan
rakernas i akselerasi laboratorium kesehatan daerah digelar di jabar   ,positif,kesehatan
lima manfaat mentimun untuk kesehatan tubuh  salah satunya bisa mengurangi kadar gula dalam darah sehingga baik unt  ,positif,kesehatan
rakernas i akselerasi laboratorium kesehatan daerah digelar di jabar    ,positif,kesehatan
dinas kesehatan kabupaten cirebon mengoptimalkan pelayanan vaksinasi booster di puskesmas   ,positif,kesehatan
revitalisasi laboratorium kesehatan milik pemerintah daerah menjadi sangat penting terutama di saat pandemi covid    ,positif,kesehatan
laboratorium jadi fasilitas penting hadapi kondisi kesehatan ,positif,kesehatan
kasus covid  naik lagi  gara gara munculnya subvarian baru omicron kalau harus isoman akses aja pikobar isoman  ,negatif,kesehatan
tongsate sesendok teh aja sehari dah cukup ntar kental kayak jelly pak ni manfaatnya    ,positif,kesehatan
ini beberapa dari sekian banyak manfaat bone broth untuk kesehatan  bikin sendiri aja gampang  murah pake sisaan tu  ,positif,kesehatan
rabu gubernur jawa barat bapak  ridwankamil mendampingi menteri kesehatan bapak budi gunadi sadikin m  ,positif,kesehatan
kepala disperindag jabar  iendra sofyan mendampingi gubernur jawa barat  ridwan kamil dan menteri kesehatan ri  bud  ,positif,kesehatan
dosen biokimia ipb pertanyakan bukti bpa galon guna ulang berbahaya untuk kesehatan  ipbofficial  ,negatif,kesehatan
bersama bpk menteri kesehatan  gubernur jabar  ridwankamil dan ibu  ataliapr menghadiri kick of bian   bulan imunis  ,positif,kesehatan
indeks kesehatan masyarakat cianjur terendah ketiga di jabar  ,negatif,kesehatan
manfaat air kelapa untuk kesehatan  amazing      ,positif,kesehatan
sepuluh manfaat kopi hitam yang luar biasa untuk kesehatan tubuh  salah satunya bagus untuk menyehatkan jantung   ,positif,kesehatan
sebelas manfaat air kelapa yang luar biasa  salah satunya bermanfaat untuk menyehatkan jantung   ,positif,kesehatan
"Guna mengantispasi terjadinya lonjakan kasus covid-19, petugas gabungan Polres Indramayu, menyisir tempat umum ",positif,kesehatan
warga indramayu papar covid omicron pulang arab saudi,negatif,kesehatan
